EN,BM,中文,EN,BM,中文,,,,,,,,,
Mining ,Perlombongan ,矿业,Quarry Labourer (Not Handling Explosive),Kuari Pekerja (Tidak Mengendali Bahan letupan),采石工（不处理爆炸）,,5,D,D,D,,,,
Mining - Blaster,Perlombongan- Blaster,矿业 - 爆破工,Mining - Blaster (Open Mine or Quarry),Perlombongan - Blaster (Lombong Terbuka atau kuari),矿业 - 爆破工（开放式矿场或石矿场）,,5,D,D,D,,,,
Mining - Blaster,Perlombongan- Blaster,矿业 - 爆破工,Mining - Blaster (Underground),Perlombongan - Blaster (Bawah Tanah),矿业 - 爆破工（地下）,,10,D,D,D,,,,
"Mining - Manager, Superintendent","Perlombongan - Pengurus, Penguatkuasa",矿业 - 经理，总监,"Mining - Manager, Superintendent (Going Underground)","Perlombongan - Pengurus, Penguatkuasa (Pergi ke bawah Tanah)",矿业 - 经理，主管（涉及地下）,,2.5,1.25,1,1.45,,,,
"Mining - Manager, Superintendent","Perlombongan - Pengurus, Penguatkuasa",矿业 - 经理，总监,"Mining - Manager, Superintendent (Not Going Underground)","Perlombongan - Pengurus, Penguatkuasa (Tidak Pergi ke bawah Tanah)",矿业 - 经理，主管（不涉及地下）,,0,1,1,1,,,,
Model : Fashion,Pragawati : Fesyen,模特：时尚,Fashion Model,Peragawati Fesyen,时装模特儿,,0,1,1,1,,,,
Money Changer,Pertukaran Mata Wang ,货币兑换商,Money Changer ,Pertukaran Mata Wang ,货币兑换商,,0,1,1,1,,,,
Money Lender,Pemberi Pinjaman wang,放债人,Money Lender - Chettiar (With License),Pemberi Pinjaman Wang - Chettiar (Dengan Lesen),放债人 - Chettiar（有执照）,,0,1,1,1,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,Actor,Pelakon,演员,Male,0,1,1,1,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,Actress,Pelakon,女演员,Female,0,1,1,1,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,Cameraman & Technician (No Stunt Work),Juru Kamera  &Juruteknik  (Tanpa aksi),摄影师和技术人员（无特技工作）,Male,0,1,1,1,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,Camerawoman & Technician (No Stunt Work),Juru Kamera  &Juruteknik  (Tanpa aksi),摄影师及技术人员（无特技工作）,Female,0,1,1,1,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,"Director (Production), Recordist ","Pengarah (Produksi), Tukang Rakam ",导演（生产），录音师,,0,1,1,1,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,Extras,Pekerja Lebihan ,临时演员,,0,1.25,1,1,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,Kung Fu Fighter,Pejuang Kung Fu,功夫斗士,,2.5,1.5,1.5,D,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,Stuntman,Pekerja Aksi ,特技演员,Male,10,D,D,D,,,,
Motion Picture & TV Production,Pergerakkan Gambar & TV Produksi,电影与电视制作,Stuntwoman,Pekerja Aksi ,特技演员,Female,10,D,D,D,,,,
"Motorcycle, Scooter Shop","Motosikal, Kedai Skuter",摩托车，小型摩托车店,"Motorcycle, Scooter Shop - Mechanic","Motosikal, Kedai Skuter- Mekanik",摩托车，小型摩托车店 - 技工,,0,1.25,1,1,,,,
"Motorcycle, Scooter Shop","Motosikal, Kedai Skuter",摩托车，小型摩托车店,"Motorcycle, Scooter Shop - Proprietor (Supervision Only)","Motosikal, Kedai Skuter- Pemilik ( Penyeliaan Sahaja)",摩托车，小型摩托车店 - 业主（仅限监督）,,0,1,1,1,,,,
Moulder - Foundries,Moulder - Foundries,铸模 - 铸造厂,Moulder - Foundries,Moulder - Foundries,铸模 - 铸造厂,,0,1.25,1,1.45,,,,
Multimedia,Multimedia,多媒体,2D / 3D Animator,2D / 3D Animasi,2D / 3D动画,,0,1,1,1,,,,
Multimedia,Multimedia,多媒体,"Effects Artist, Rigging Artist, Lighting and Compositing Artist","Kesan Artis,Penghasilan Rigging, Pencahayaan dan komposit Artis ",特效师，装备师，灯光和合成师,,0,1,1,1,,,,
Multimedia,Multimedia,多媒体,"Modeling Artist, Concept Artist","Artis Peragaan, Konsep Artis",造型师，概念师,,0,1,1,1,,,,
Multimedia,Multimedia,多媒体,"Modeling Supervisor, Lighting Supervisor","Penyelian Peragaan, Penyelia Pencahayaan",造型主任，灯光主任,,0,1,1,1,,,,
Multimedia,Multimedia,多媒体,"Technical Director, Animation Supervisor, Effects Supervisor, Animation Editor     ","
Pengarah Teknikal, Penyelia Animasi, Penyelia Kesan, Editor Animasi ",技术总监，动画主任，效果主任，动画编辑,,0,1,1,1,,,,
Musician,Pemuzik,音乐家,"Concert & Symphony Performer, Radio & Theatre","Konsert & Konsert Symphony, Radio & Teater",音乐会和交响乐表演，广播剧场,,0,1,1,1,,,,
Musician,Pemuzik,音乐家,Music Composer,Muzik Komposer,作曲家,,0,1,1,1,,,,
Musician,Pemuzik,音乐家,Musician - In Dance Hall / Discotheque,Pemuzik - Di Dewan Tarian / Disko,音乐家 - 在舞厅/迪斯科,,0,1.25,1,1,,,,
Musician,Pemuzik,音乐家,"Musician - In Hotel, Restaurant","Pemuzik - Di Hotel, Restoran",音乐家 - 在酒店，餐厅,,0,1,1,1,,,,
Musician / Musical Instrument Making & Repair,Pembuatan Alatan Muzik dan pembaikan ,音乐家/乐器制作与维修,"Instrument Maker, Repairer, Assembler ","Pembuat Instrumen, Pembaikan, Pengumpulan",乐器制作，维修，组装,,0,1,1,1,,,,
Musician / Musical Instrument Making & Repair,Pembuatan Alatan Muzik dan pembaikan ,音乐家/乐器制作与维修,"Piano / Organ Tuner, Foreman, Tester- Rectifier","Piano / penala, Mandor, Penguji- Rectifier",钢琴/风琴调音，工头，测试-纠正,Male,0,1,1,1,,,,
Musician / Musical Instrument Making & Repair,Pembuatan Alatan Muzik dan pembaikan ,音乐家/乐器制作与维修,"Piano / Organ Tuner, Forewoman, Tester- Rectifier","Piano / penala, Mandor, Penguji- Rectifier",钢琴/风琴调音，工头，测试-纠正,Female,0,1,1,1,,,,
Neon Light Signs,Penanda Lampu Neon ,霓虹灯招牌,Glass-Bender Or Blower & Layout Man,Kaca-Pengisar atau blower & Pereka layout,玻璃弯管或鼓风和布置工人,,0,1.25,1,1.3,,,,
Neon Light Signs,Penanda Lampu Neon ,霓虹灯招牌,"Pumpman (Bombarder), Electrician","juru pam (Bombarder),Juru elektrik",泵工，电气工,,0,1.25,1,1.45,,,,
Neon Light Signs,Penanda Lampu Neon ,霓虹灯招牌,Sign-Erector & Outside Maintenance Man,Penanda-Erektor & Penyelenggaraan Luar ,招牌竖立和户外维修工,,2.5,1.25,1,1.45,,,,
Newspaper,Akhbar ,报纸,"Assistant Editor, Sub-Editor",Pembantu Penyunting- Sub-Penyunting ,助理编辑，副主编,,0,1,1,1,,,,
Newspaper,Akhbar ,报纸,"Newspaper Editor, Office Clerk","Penyunting Akhbar, Kerani Pejabat",报纸编辑，文员,,0,1,1,1,,,,
Newspaper,Akhbar ,报纸,"Newspaper Seller, Newsvendor","Penjual Akhbar, Vendor Akhbar",报纸销售员，卖报员,,0,1,1,1,,,,
Newspaper,Akhbar ,报纸,Reporter & Photographer (No Flying),Wartawan &Jurugambar (tidak melibatkan penerbangan),记者和摄影师（无飞行）,,0,1,1,1,,,,
Newspaper Delivery,Penghantaran Akhbar,送报纸,Newspaper Delivery On Bicycle Or In Van,Penghantaran Akhbar menggunakan basikal atau Van ,脚踏车或货车送报,,0,1,1,1,,,,
Newspaper Delivery,Penghantaran Akhbar,送报纸,Newspaper Delivery On Foot,Penghantaran Akhbar- berjalan kaki,步行送报,,0,1,1,1,,,,
Newspaper Delivery,Penghantaran Akhbar,送报纸,Newspaper Delivery On Motorcycle,Penghantaran Akhbar- motorsikal,摩托车送报,,0,1.25,1,1,,,,
"Night Club - Licensed, High Class Establishment","Kelab Malam - Penubuhan Kelas Berlesen, Bertaraf Tinggi",夜总会 - 有执照的高级夜总会,Bartender,Pelayan Bar,酒保,,0,1.25,1,1.3,,,,
"Night Club - Licensed, High Class Establishment","Kelab Malam - Penubuhan Kelas Berlesen, Bertaraf Tinggi",夜总会 - 有执照的高级夜总会,Proprietor,Pemilik ,业主,,0,1,1,1,,,,
"Night Club - Licensed, High Class Establishment","Kelab Malam - Penubuhan Kelas Berlesen, Bertaraf Tinggi",夜总会 - 有执照的高级夜总会,"Singer, Musician","Penyanyi, Pemuzik",歌手，乐手,,0,1,1,1,,,,
"Night Club - Licensed, High Class Establishment","Kelab Malam - Penubuhan Kelas Berlesen, Bertaraf Tinggi",夜总会 - 有执照的高级夜总会,Waiter,Pelayan,侍者,Male,0,1,1,1.3,,,,
"Night Club - Licensed, High Class Establishment","Kelab Malam - Penubuhan Kelas Berlesen, Bertaraf Tinggi",夜总会 - 有执照的高级夜总会,Waitress ,Pelayan,女侍者,Female,0,1,1,1.3,,,,
Noodles Maker,Pembuat Mi,面条制造商,Noodles Maker,Pembuat Mi,面条制造商,,0,1,1,1,,,,
Nursery,Pengasuh ,托儿所,Nursery,Pengasuh ,托儿所,,0,1,1,1,,,,
"Nutritionist, Dietician","Pakar Nutrisi, Pakar Pemakanan ",营养师，饮食保健专家,"Nutritionist, Dietician","Pakar Nutrisi, Pakar Pemakanan ",营养师，饮食保健专家,,0,1,1,1,,,,
Oil & Natural Gas - Maintenance,Minyak & Gas Asli - Penyelenggaraan,石油和天然气 - 维护,Boilermaker,Pembakar ,锅炉制造,,0,1.5,1,1.45,,,,
Oil & Natural Gas - Maintenance,Minyak & Gas Asli - Penyelenggaraan,石油和天然气 - 维护,Labourer  ,Pekerja,劳工,,5,D,D,D,,,,
Oil & Natural Gas - Maintenance,Minyak & Gas Asli - Penyelenggaraan,石油和天然气 - 维护,"Machinist, Mechanic","Jurumesin, Mekanik",机械师，机械工,,0,1.25,1,1.3,,,,
Oil & Natural Gas - Maintenance,Minyak & Gas Asli - Penyelenggaraan,石油和天然气 - 维护,"Painter With Brush / Spray, Sandblaster","Penggecat menggunakan berus / penyembur, Sandblaster",漆工用刷子/喷涂，喷砂,,0,1.25,1,D,,,,
Oil & Natural Gas - Oil Mills & Refineries,Minyak & Gas Asli - Minyak & Kilang Minyak,石油天然气 - 油厂和炼油厂,"Chemist, Chemical Engineer, Test Engineer ","Ahli Kimia, Jurutera Kimia, Jurutera pengujian",化学家，化学工程师，测试工程师,,0,1,1,1,,,,
Oil & Natural Gas - Oil Mills & Refineries,Minyak & Gas Asli - Minyak & Kilang Minyak,石油天然气 - 油厂和炼油厂,Foreman,Mandor,工头,Male,0,1.25,1,1,,,,
Oil & Natural Gas - Oil Mills & Refineries,Minyak & Gas Asli - Minyak & Kilang Minyak,石油天然气 - 油厂和炼油厂,Forewoman,Mandor,工头,Female,0,1.25,1,1,,,,
Oil & Natural Gas - Oil Mills & Refineries,Minyak & Gas Asli - Minyak & Kilang Minyak,石油天然气 - 油厂和炼油厂,Labourer ,Pekerja,劳工,,2.5,1.5,1,1.3,,,,
Oil & Natural Gas - Oil Mills & Refineries,Minyak & Gas Asli - Minyak & Kilang Minyak,石油天然气 - 油厂和炼油厂,Plant Operator (E.g. Distillation Man) ,Pengendali Loji (Contoh Juru Penyulingan),工厂工人（例如蒸馏工人）,,0,1.25,1,1.3,,,,
Oil & Natural Gas - Oil Mills & Refineries,Minyak & Gas Asli - Minyak & Kilang Minyak,石油天然气 - 油厂和炼油厂,"Production Superintendent, Supervisor","Penguatkuasa Pengeluaran, Penyelia ",生产主管，主管,,0,1,1,1,,,,
Oil & Natural Gas - Oil Mills & Refineries,Minyak & Gas Asli - Minyak & Kilang Minyak,石油天然气 - 油厂和炼油厂,"Skilled Worker, Maintenance Technician","Pekerja Berkemahiran, Juruteknik Penyelengaraan ",熟练技工，维修技术员,,0,1.25,1,1.45,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Blender (Ethyl),Pengisar (Ethyl),搅拌（乙基）,,2.5,1.25,1,D,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Blender (Others),Pengisar (Lain-Lain),搅拌（其他）,,0,1.25,1,1.45,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,"Car & Drum Cleaner, Still Cleaner, Yardman","Kereta & Pembersihan  Dram brek, Pembersih, Yardman",汽车及缸体清洁工，蒸馏器清洁工，调度员,,2.5,1.5,1,1.45,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Concentrator & Separator ,Konsentrator & Separator,集中器，分离器,,0,1.25,1,1.3,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Engineer (Blender),Jurutera  (Pengisar),工程师（搅拌机）,,0,1,1,1,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,"Fireman, Inspector, Watchman","Juru kerbakaran, Inspektor, Pengawal",消防员，监工，看守者,Male,2.5,1.25,1,D,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,"Firewoman, Inspector, Watchwoman","Juru kerbakaran, Inspektor, Pengawal",女消防员，监工，女看守者,Female,2.5,1.25,1,D,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Labourer,Pekerja,劳工,,5,D,D,D,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Oil Trap Operator,Pengendali perangkap minyak,隔油工人,,0,1.25,1,1.3,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Skilled Worker,Pekerja Berkemahiran ,熟练工人,,0,1.25,1,1.3,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Solution Maker,Pembuat larutan,溶液制造,,0,1.25,1,1.3,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,"Superintendent, Chemist","Penguatkuasa , Ahli kimia",督工，化学家,,0,1,1,1,,,,
Oil & Natural Gas - Others,Minyak & Gas Asli - Lain-lain,石油和天然气 - 其他,Supervisor,Penyelia,主管,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Administrative & Recording Duties Only ,Pentadbiran & Juru Rakaman Sahaja,仅限管​​理和记录任务,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Catering Staff, Chef ","Staf Katering, Tukang Masak ",餐饮服务人员，厨师,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Cementer ,Cementer ,水泥工,,2.5,1.25,1,1.45,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Chemist, Laboratory Technician ","Ahli Kimia, Juruteknik Makmal",化学家，实验室技术员,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Controller Room Operator, Radio Operator","Pengendali Pengawal Bilik, Operator Radio",控制室操作员，无线电操作员,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Cook, Kitchen Helper ","Tukang Masak, Pembantu dapur  ",厨师，厨房帮工,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Crane Operator,Pengendali Kren,起重机操作员,,5,D,D,D,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Driller, Assistant Driller, Tool Dresser, Second Man","Tukang Mengerudi, Pembantu Pengerudi, Kelengkapan, Pembantu ",司钻，副司钻，工具维修保养，副手,,2.5,1.25,1,D,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Drilling Engineer,Jurutera Pengerudi ,钻井工程师,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Drilling Supervisor, Inspector","Penyelia pengerudi, Pemeriksa",钻井主管，督工,,0,1.25,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Engineer (Travel By Helicopter To Oil Rig) ,Jurutera (Menaiki Helikopter untuk ke Pelantar Minyak) ,工程师（乘撘直升机前往石油钻塔）,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Field Man, Foreman, Motorman, Gauger","Jurubidang, Mandor,Jurumotor, Gauger",实地工人，工头，机工，测量员,,0,1.25,1,1.3,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Geologist, Oil Scout","Geologi, Pengakap Minyak",地质学家，石油侦察,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Labourer ,Pekerja,劳工,,2.5,1.5,1,1.3,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Medical Staff,Staf Perubatan ,医护人员,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Petroleum Engineer, Chemical Engineer ","Jurutera Petrolium, Jurutera Ahli kimia ",石油工程师，化学工程师,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Rigger ,Rigger ,装配工人,,5,D,D,D,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Rotary Driller, Rotary-Engine Operator, Derrick Operator, Roughneck, Roustabouts ","Pengerudi berputar, Putaran-Pengendali Jurutera, Jurutera Derrick, Roughneck, Roustabouts ",旋转钻工，旋转引擎操作员，起重机操作员，油井工人，打杂工,,5,D,D,D,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,"Safety Officer, Security Staff, Supervisor","
Pegawai Keselamatan, Kakitangan Keselamatan, Penyelia",安全主任，保安员，主管,,0,1,1,1,,,,
Oil & Natural Gas (Offshore Drilling & Production),Minyak & Gas Asli (Penggerudian & Pengeluaran Luar Pesisiran),石油和天然气（海洋钻采）,Skilled Operator (Not Handling Explosives),Pengendali Mahir (Tidak Mengendalikan Letupan),熟练的操作人员（不处理爆炸物）,,2.5,1.5,1,1.45,,,,
Operator,Operator,操作员工,Operator (Non-Hazardous Industries),Operator (Industri tidak Berbahaya),操作员工（非危险行业）,,0,1.25,1,1,,,,
Optical Goods Industry,Industri Barangan Optik,光学用品制造业,"Checker, Supervisor, Tester-Rectifier ","Pemeriksa, Penyelia, Penguji-Rectifier ",检验员，主管，测试-矫正,,0,1,1,1,,,,
Optical Goods Industry,Industri Barangan Optik,光学用品制造业,Optical Mechanic,Mesin Optik,光学技工,,0,1,1,1,,,,
Optician / Optometrist,Pakar Optik ,配镜师/验光师,Optician / Optometrist,Pakar Optik ,配镜师/验光师,,0,1,1,1,,,,
Packer,Packer,包装工,Packer - Small Articles In Non-Hazardous Industries,Packer - Item Kecil Di Industri Bukan Berbahaya,包装工 - 小型物件，非危险行业,,0,1,1,1,,,,
"Paint, Lacquer & Varnish","Tukang Cat, Lacquer & Pengilap",油漆，真漆及清漆,"Owner, Manager, Clerk (Office Work Only)","Pemilik, Pengurus, Kerani (Pejabat sahaja)",老板，经理，文员（仅办公室工作）,,0,1,1,1,,,,
